LON,LAT,EDO,CLAVE,ESTACION,may-23
-99.14,19.52,CDMX,CEADF,"Campamento Amealco, Cd. de MÈx.",25.11
-99.21,19.16,CDMX,CFSDF,"Caseta Forestal, Cd. de MÈx.",0.00
-99.14,19.47,CDMX,CMTDF,"Avenida Cien Metros, Cd. de MÈx.",4.32
-99.18,19.49,CDMX,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",50.77
-99.20,19.41,CDMX,CTMDF,"Observatorio de Tacubaya, Cd. de MÈx.",48.40
-99.09,19.19,CDMX,CTNDF,"San Salvador Cuautenco, Cd. de MÈx.",22.29
-99.29,19.36,CDMX,CUAJIMALPA,"Memetla Cuajimalpa UNAM, Cd. de MÈx.",78.40
-99.14,19.55,CDMX,CUAUTEPEC,"Cuautepec UNAM, MÈx.",49.64
-99.11,19.32,CDMX,CULHUACAN,"Culhuac·n UNAM, Cd. de MÈx.",40.76
-99.09,19.48,CDMX,CYLDF,"Coyol, Cd. de MÈx.",37.11
-99.21,19.30,CDMX,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",7.30
-99.31,19.31,CDMX,DDELOSLEONES,"Desierto de los Leones CDMX, Cd. de MÈx.",0.00
-99.13,19.43,CDMX,DDFDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx.",23.81
-99.16,19.38,CDMX,DELVALLE,"Del Valle, Cd. de MÈx. SACMEX*",5.61
-99.31,19.31,CDMX,DTLDF,"Desierto de los Leones, Cd. de MÈx.",0.00
-99.15,19.30,CDMX,EAZDF,"Estadio Azteca, Cd. de MÈx.",17.25
-99.29,19.36,CDMX,EYQDF,"El Yaqui, Cd. de MÈx.",0.00
-99.09,19.48,CDMX,GCNDF,"Km. 6+250, Cd. de MÈx.",7.40
-99.25,19.42,CDMX,HERRADURA,"Herradura UNAM, MÈx.",36.41
-99.12,19.50,CDMX,INDIOSVER,"Indios Verdes UNAM, Cd. de MÈx.",56.38
-98.98,19.34,CDMX,LACALDERA,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx. SACMEX*",29.45
-99.07,19.38,CDMX,LU4DF,"Lumbrera Cuatro RÌos (El Moral), Cd. de MÈx.",12.95
-99.30,19.34,CDMX,LVNDF,"La Venta, Cd. de MÈx.",0.00
-99.13,19.40,CDMX,MCRDF,"Marcos Carrillo, Cd. de MÈx.",24.10
-99.12,19.36,CDMX,MEXICALTZI,"Mexicaltzingo UNAM, Cd. de MÈx.",58.03
-99.04,19.34,CDMX,MEYEHUALCO,"Meyehualco UNAM, Cd. de MÈx.",40.49
-99.02,19.20,CDMX,MILPAALTA,"Milpa Alta UNAM, Cd. de MÈx.",59.28
-99.03,19.19,CDMX,MLPDF,"Milpa Alta, Cd. de MÈx.",59.28
-99.23,19.19,CDMX,MZTDF,"Planta Abasolo (Mezontepec), Cd. de MÈx.",122.68
-99.24,19.47,CDMX,NAUCALPAN,"Naucalpan UNAM, MÈx.",29.83
-99.05,19.30,CDMX,NOPALERA,"Nopalera UNAM, Cd. de MÈx.",45.06
-99.23,19.29,CDMX,PADIERNA,"Padierna UNAM, Cd. de MÈx.",108.91
-99.07,19.42,CDMX,PANTITLAN,"Pantitl·n UNAM, Cd. de MÈx.",45.47
-99.10,19.38,CDMX,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",34.51
-99.06,19.43,CDMX,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",16.50
-99.12,19.49,CDMX,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",29.96
-99.04,19.38,CDMX,PBODF,"Planta de bombeo U. H. EjÈrcito de Oriente, Cd. de MÈx.",0.00
-99.17,19.44,CDMX,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",67.79
-99.20,19.42,CDMX,PCHAPULTEPEC,"Puerta Chapultepec SACMEX, Cd. de MÈx.",24.87
-99.20,19.41,CDMX,PCHDF,"Puerta Chapultepec, Cd. de MÈx.",24.87
-99.10,19.46,CDMX,PGNDF,"Planta Generadora 101, Cd. de MÈx.",57.10
-99.08,19.34,CDMX,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",43.43
-99.07,19.42,CDMX,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",4.51
-99.13,19.37,CDMX,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",51.04
-99.09,19.25,CDMX,PNTDF,"Planta Nativitas, Cd. de MÈx.",25.13
-99.13,19.31,CDMX,PREPA5,"Prepa 5 UNAM, Cd. de MÈx.",24.45
-99.15,19.51,CDMX,PRMDF,"Planta de Tratamiento RÌo Magdalena, Cd. de MÈx.",90.66
-99.15,19.51,CDMX,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",17.21
-99.02,19.30,CDMX,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",47.26
-99.05,19.23,CDMX,PSLDF,"Planta San Luis, Cd. de MÈx.",24.37
-99.16,19.47,CDMX,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",74.44
-99.17,19.26,CDMX,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",63.75
-99.19,19.51,CDMX,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",81.53
-99.13,19.29,CDMX,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",28.43
-99.14,19.33,CDMX,PXTDF,"Planta Xotepingo, Cd. de MÈx.",19.33
-99.19,19.30,CDMX,RBTDF,"Rebombeo Bosque Tlalpan, Cd. de MÈx.",67.47
-99.17,19.40,CDMX,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",0.75
-99.27,19.31,CDMX,SANBERNABE,"San BernabÈ UNAM, Cd. de MÈx.",19.54
-99.00,19.17,CDMX,SANDF,"Santa Ana, Cd. de MÈx.",76.44
-99.28,19.33,CDMX,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",0.00
-99.03,19.34,CDMX,SCMDF,"Remombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx.",31.79
-99.12,19.57,CDMX,SDEGUADALUPE,"Sierra de Guadalupe SACMEX, Cd. de MÈx.",63.58
-99.12,19.57,CDMX,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",63.58
-99.07,19.47,CDMX,SJADF,"San Juan de AragÛn, Cd. de MÈx.",3.05
-99.01,19.28,CDMX,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",20.06
-99.19,19.46,CDMX,TACUBA,"Tacuba UNAM, Cd. de MÈx.",64.81
-99.14,19.34,CDMX,TAXQUENA,"TaxqueÒa UNAM, Cd. de MÈx.",44.37
-99.14,19.56,CDMX,TCMDF,"Tanque Chalmita, Cd. de MÈx.",29.05
-99.27,19.37,CDMX,TECDF,"Tanque el Cartero, Cd. de MÈx.",81.58
-99.25,19.33,CDMX,TELDF,"Tanque el Lienzo, Cd. de MÈx.",70.09
-99.10,19.39,CDMX,TEZDF,"Tezontle SMN, Cd. de MÈx.",21.09
-99.21,19.40,CDMX,TNGDF,"Tri·ngulo, Cd. de MÈx.",58.91
-99.14,19.20,CDMX,TPJDF,"Topilejo, Cd. de MÈx.",19.82
-99.08,19.44,CDMX,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",40.62
-99.21,19.36,CDMX,TRGDF,"Tarango, Cd. de MÈx.",15.00
-99.25,19.32,CDMX,TSFDF,"Tanque San Francisco, Cd. de MÈx.",101.81
-99.23,19.44,CDMX,TSJDF,"Tanque San Joaquin, Cd. de MÈx.",46.17
-99.26,19.36,CDMX,TSLDF,"Santa Fe (Santa LucÌa), Cd. de MÈx.",99.84
-98.97,19.21,CDMX,TTLDF,"Tetelco, Cd. de MÈx.",0.00
-99.19,19.50,CDMX,UAMAZC,"UAM Azcapotzalco UNAM, Cd. de MÈx.",62.94
-107.48,28.48,CHIH,AGZCH,"Abraham Gonz·lez, Chih.",20.00
-107.93,30.38,CHIH,CAGCH,"Casas Grandes, Chih.",10.20
-106.84,28.40,CHIH,CDCUAUHTEMOC,"Ciudad CuauhtÈmoc SMN, Chih.",23.40
-105.45,28.21,CHIH,CDLCH,"Ciudad Delicias, Chih.",33.90
-108.54,27.39,CHIH,CHICH,"ChÌnipas SMN, Chih.",0.00
-106.77,26.23,CHIH,CHNCH,"Chinat˙ SMN, Chih.",1.75
-106.17,28.57,CHIH,CHUCH,"Chihuahua, Chih.",0.00
-106.40,31.74,CHIH,CJZCH,"Ciudad Ju·rez, Chih.",0.00
-105.38,27.41,CHIH,CL2CH,"Colina hidromÈtrica, Chih.",26.00
-107.63,27.75,CHIH,CRLCH,"Creel, Chih.",4.01
-106.12,28.61,CHIH,ERECH,"El RejÛn, Chih.",0.00
-105.63,28.17,CHIH,FIMCH,"Francisco I. Madero, Chih.",23.00
-107.07,26.81,CHIH,GCCCH,"Guachochi SMN, Chih.",0.40
-108.30,29.20,CHIH,GPCCH,"Guapoca, Chih.",8.60
-107.88,26.87,CHIH,IGNCH,"San Ignacio, Chih.",0.00
-108.43,30.84,CHIH,JANOS,"Janos SMN, Chih.",0.00
-105.41,27.54,CHIH,LBQCH,"La Boquilla, Chih.",38.51
-107.03,29.88,CHIH,LJSCH,"Las Lajas, Chih.",14.50
-105.28,28.98,CHIH,LLNCH,"Ing. Luis L. LeÛn, Chih.",6.50
-107.99,27.86,CHIH,MAGCH,"Maguarichi SMN, Chih.",1.02
-106.49,28.80,CHIH,MAJALCA,"Cumbres de Majalca SMN, Chih.",44.00
-104.43,29.58,CHIH,OJINAGAC,"Ojinaga RÌo Conchos CILA, Chih.",40.50
-104.41,29.57,CHIH,OJNCH,"Ojinaga, Chih.",61.00
-105.25,26.55,CHIH,PAGCH,"Pico del ¡guila, Chih.",40.00
-105.68,26.92,CHIH,PRRCH,"Observatorio de Parral, Chih.",60.00
-106.09,28.66,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",27.80
-107.85,28.95,CHIH,TMCCH,"TemÛsachic, Chih.",0.80
-107.91,27.22,CHIH,URECH,"Urique, Chih.",0.00
-105.16,26.74,CHIH,VICCH,"Villa Coronado, Chih.",0.00
-92.80,16.55,CHIS,ACACP,"Acala, Chis.",48.00
-92.11,17.25,CHIS,AGUAAZUL,"Agua Azul SGT, Chis.",15.90
-92.03,16.74,CHIS,ALTAMIRANO,"Altamirano SGT, Chis.",85.60
-92.78,16.40,CHIS,ANGCP,"Doctor Belisario DomÌnguez, Chis.",46.70
-93.90,16.24,CHIS,AROCP,"Observatorio de Arriaga, Chis.",67.30
-93.43,17.25,CHIS,AZAPACCFE,"Aza-Pac CFE, Chis.",15.30
-92.91,17.00,CHIS,BOCHIL,"Bochil SGT, Chis.",132.10
-93.03,16.95,CHIS,BOMBANA,"Bombana SGT, Chis.",56.80
-93.15,16.64,CHIS,BOQCP,"BoquerÛn, Chis.",46.00
-92.72,15.35,CHIS,CACCP,"Cacaluta, Chis.",251.70
-92.49,16.31,CHIS,CASCAJAL,"Cascajal SGT, Chis.",114.40
-92.48,16.31,CHIS,CASCP,"Cascajal, Chis.",44.60
-92.48,15.97,CHIS,CATARINITAS,"Catarinitas SGT, Chis.",24.80
-91.95,17.85,CHIS,CATAZAJA,"Catazaj· SGT, Chis.",36.80
-93.13,17.34,CHIS,CHAPULTENANGO,"Chapultenango SGT, Chis.",172.00
-91.71,16.38,CHIS,CHAYABE,"Finca ChayabÈ SGT, Chis.",101.20
-92.63,16.89,CHIS,CHENALHO,"ChenalhÛ, Chis. SGT*",236.80
-92.72,16.58,CHIS,CHIAPILLA,"Villa de Chiapilla SGT, Chis.",38.50
-92.28,15.75,CHIS,CHICOMUSELO,"Chicomuselo SGT, Chis.",87.80
-93.10,16.94,CHIS,CHICP,"Manuel Moreno Torres, Chis.",18.70
-92.28,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",119.60
-93.47,16.44,CHIS,COBREGONCFE,"CristÛbal ObregÛn CFE, Chis.",35.50
-92.10,16.20,CHIS,COOCP,"Observatorio de Comit·n, Chis.",103.60
-93.91,16.24,CHIS,CREDARRIAGA,"Cred Arriaga PC, Chis. ",44.38
-92.11,15.44,CHIS,CUILCOCFE,"Cuilco, Chis. CFE*",39.40
-92.97,15.73,CHIS,CUXTEPEQUES,"Finca Cuxtepeques SGT, Chis.",96.80
-92.86,16.04,CHIS,CUXTEPEQUESCFE,"Cuxtepeques CFE, Chis.",46.00
-92.94,15.88,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidromÈtrica SGT, Chis.",22.70
-92.58,15.20,CHIS,DESCP,"Despoblado, Chis.",271.90
-92.93,16.11,CHIS,DORADOCFE,"El Dorado CFE, Chis.",40.50
-92.59,16.69,CHIS,ELAGUAJE,"El Aguaje SGT, Chis.",120.22
-92.58,16.73,CHIS,ELARCOTETE,"El Arcotete SGT, Chis.",72.20
-92.83,16.79,CHIS,ELBURRERO,"El Burrero SGT, Chis.",45.20
-92.95,15.50,CHIS,ELNCP,"El Novillero, Chis.",51.30
-92.81,15.66,CHIS,ELTRIUNFO,"El Triunfo SMN, Chis.",116.40
-92.83,17.37,CHIS,ESCALONCP,"El EscalÛn SGT, Chis.",89.90
-92.67,15.32,CHIS,ESCCP,"Escuintla, Chis.",249.00
-92.67,15.33,CHIS,ESCUINTLA,"Escuintla SMN, Chis.",166.95
-93.34,17.22,CHIS,EZAPATACFE,"Emiliano Zapata CFE, Chis.",45.10
-92.30,15.13,CHIS,FARCP,"Finca Argovia, Chis.",404.80
-92.33,15.17,CHIS,FHACP,"Finca Hamburgo, Chis.",343.90
-92.92,17.44,CHIS,FIMADERO,"Francisco I. Madero SGT, Chis.",160.10
-92.48,15.35,CHIS,FPZCP,"Finca La Paz, Chis.",368.50
-92.36,15.18,CHIS,FSCCP,"Finca San CristÛbal, Chis.",381.00
-93.13,16.98,CHIS,GRICP,"Grijalva, Chis.",34.30
-92.40,15.00,CHIS,HUECP,"Huehuet·n, Chis.",155.50
-92.47,15.13,CHIS,HUICP,"Huixtla, Chis.",321.10
-92.45,16.71,CHIS,HUIXTAN,"Huixt·n SGT, Chis.",24.30
-92.47,15.15,CHIS,HUIXTLA,"Huixtla SGT, Chis.",355.00
-92.72,15.89,CHIS,JALTENANGO,"Jaltenango SGT, Chis.",69.60
-92.73,15.87,CHIS,JAPCP,"Jaltenango, Chis.",2.00
-93.38,17.36,CHIS,JDGCP,"Juan de Grijalva, Chis.",15.30
-92.90,16.00,CHIS,JSBCP,"Juan Sabines, Chis.",49.30
-90.70,16.58,CHIS,LACCP,"Lacant˙n, Chis.",26.30
-92.99,16.52,CHIS,LAESCALERAHC,"La Escalera, Chis. SGT*",200.00
-93.56,16.70,CHIS,LFLCP,"Las Flores, Chis.",14.20
-91.73,16.11,CHIS,LMONTEBELLO,"Lagunas de Montebello SMN, Chis.",53.00
-93.60,17.18,CHIS,MALCP,"NezahualcÛyotl, Chis.",18.34
-92.88,15.45,CHIS,MAPCP,"Mapastepec, Chis.",114.20
-93.11,16.74,CHIS,MODULO5,"MÛdulo Cinco SGT, Chis.",24.20
-93.38,16.07,CHIS,MONTERREYCFE,"Monterrey CFE, Chis.",15.90
-92.27,15.33,CHIS,MOTOZINTLA,"Motozintla SGT, Chis.",42.50
-93.63,16.49,CHIS,NVAPALESTINA,"Nueva Palestina SGT, Chis.",0.20
-93.37,17.46,CHIS,NVOXOCHIMILCO,"Nuevo Xochimilco SGT, Chis.",113.00
-93.15,17.22,CHIS,OCOCP,"Ocotepec, Chis.",44.60
-91.97,15.85,CHIS,PCOCP,"Puente Concordia, Chis.",29.60
-91.97,15.85,CHIS,PCONCORDIACFE,"Puente Concordia CFE, Chis.",11.00
-93.46,17.45,CHIS,PENCP,"¡ngel Albino Corzo, Chis.",1.40
-93.47,17.46,CHIS,PENITAS,"PeÒitas SGT, Chis.",45.30
-93.46,17.45,CHIS,PENITASCFE,"PeÒitas CFE, Chis.",27.50
-93.22,15.69,CHIS,PIJCP,"Pijijiapan, Chis.",117.70
-92.79,15.71,CHIS,PRUSIA,"Prusia SGT, Chis.",54.20
-92.65,16.73,CHIS,PTEMORELOS,"Puente Morelos SGT, Chis.",210.80
-92.62,16.75,CHIS,QUIOSCO,"Quiosco SGT, Chis.",173.90
-92.67,15.92,CHIS,REFCP,"Reforma, Chis.",114.00
-93.08,16.16,CHIS,REVCP,"RevoluciÛn Mexicana, Chis.",49.70
-92.35,17.57,CHIS,SAACP,"Salto de Agua, Chis.",21.70
-92.24,15.78,CHIS,SANMIGUELCFE,"San Miguel CFE, Chis.",31.01
-93.38,17.43,CHIS,SAYCP,"Sayula, Chis.",78.11
-92.60,16.73,CHIS,SCCASASCFE,"San CristÛbal de las Casas CFE, Chis.",123.80
-92.63,16.73,CHIS,SCOCP,"Observatorio de San CristÛbal, Chis.",82.60
-92.62,16.74,CHIS,SCRCP,"Puente Morelos, Chis.",139.30
-93.06,16.45,CHIS,SDOCP,"Santo Domingo, Chis.",61.90
-92.95,15.87,CHIS,SFRANCISCOII,"San Francisco 2 SGT, Chis.",92.30
-92.32,15.56,CHIS,SILTEPEC,"Siltepec SGT, Chis.",102.80
-93.09,17.56,CHIS,SJOCP,"San JoaquÌn, Chis.",0.00
-92.24,15.78,CHIS,SMICP,"San Miguel, Chis.",30.90
-93.59,16.15,CHIS,SMORENACFE,"Sierra Morena CFE, Chis.",61.80
-92.82,16.94,CHIS,SNACP,"Santa MarÌa, Chis.",40.40
-92.14,15.04,CHIS,SNJERONIMO,"San JerÛnimo SGT, Chis.",212.30
-92.42,16.29,CHIS,SOYCP,"Soyatit·n, Chis.",64.40
-92.73,17.04,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum SGT, Chis",0.00
-92.13,14.68,CHIS,SUCCP,"Suchiate, Chis.",23.90
-92.15,14.70,CHIS,SUCHIATE,"Suchiate SMN, Chis.",115.70
-93.03,16.74,CHIS,SUMIDEROCFE,"CaÒÛn del Sumidero CFE, Chis.",14.50
-92.43,17.30,CHIS,TILA,"Tila SGT, Chis.",66.20
-93.53,15.88,CHIS,TPICP,"Tres Picos, Chis.",12.50
-93.58,16.23,CHIS,TRESPICOSCFE,"Tres Picos CFE, Chis.",13.10
-93.10,16.76,CHIS,TUXCP,"Tuxtla Oriente, Chis.",38.20
-93.09,16.76,CHIS,TUXTLACFE,"Tuxtla CFE, Chis.",3.40
-93.13,16.75,CHIS,TXOCP,"Observatorio de Tuxtla GutiÈrrez, Chis.",7.50
-93.07,16.72,CHIS,TXZCP,"Tuxtla GutiÈrrez Zoomat, Chis.",28.00
-93.41,17.23,CHIS,TZIMBACCFE,"Tzimbac CFE, Chis.",48.60
-92.91,17.18,CHIS,UNIVERSIDADLIND,"Universidad Lindavista SMN, Chis.",32.10
-93.27,16.23,CHIS,VIFCP,"Villaflores, Chis.",65.80
-93.33,17.12,CHIS,YAMCP,"YamonhÛ, Chis.",9.00
-91.73,16.91,CHIS,YAQUINTELA,"Yaquintela SGT, Chis.",51.00
-92.76,17.25,CHIS,ZACAJTIC,"Zacajtic, Chis. SGT*",56.00
-100.84,28.34,COAH,ADLCL,"Allende, Coah.",39.00
-101.06,29.45,COAH,AMSCL,"Internacional La Amistad, Coah.",1.40
-100.93,25.56,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",25.00
-101.12,29.15,COAH,CBRCL,"Cabeceras, Coah.",75.01
-102.06,26.98,COAH,CCGCL,"Cuatro CiÈnegas, Coah.",11.00
-100.95,29.33,COAH,CDACL,"Ciudad AcuÒa, Coah.",99.02
-100.66,26.84,COAH,CDLCL,"Candela, Coah.",37.62
-100.95,29.21,COAH,CNTCL,"El Centenario, Coah.",104.00
-103.47,25.54,COAH,CYTCL,"Coyote, Coah.",36.74
-100.92,25.44,COAH,ESLCL,"SecretarÌa de Agricultura Saltillo, Coah.",64.61
-100.95,29.33,COAH,LASVACASC,"Las Vacas, Ciudad AcuÒa CILA, Coah.",105.60
-101.42,26.91,COAH,MCVCL,"Observatorio de Monclova, Coah.",61.31
-101.71,28.01,COAH,MORELOSMUZQUIZ,"Morelos M˙zquiz SMN, Coah.",83.20
-100.53,28.71,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",18.90
-100.56,28.67,COAH,RioEscondidoC,"RÌo Escondido Villa De Fuentes CILA, Coah.",85.75
-101.02,25.38,COAH,SALCL,"Observatorio de Saltillo, Coah.",16.00
-100.73,29.07,COAH,SANDIEGOC,"San Diego JimÈnez CILA, Coah.",85.75
-101.12,27.85,COAH,SBNCL,"Sabinas, Coah.",24.00
-100.95,29.03,COAH,SMGCL,"San Miguel, Coah.",83.00
-102.98,25.76,COAH,SPECL,"San Pedro, Coah.",76.53
-101.02,25.38,COAH,STOCL,"Saltillo, Coah.",27.81
-103.45,25.54,COAH,TORCL,"Observatorio de TorreÛn, Coah.",57.43
-100.95,27.52,COAH,VCARRANZA,"Venustiano Carranza SMN, Coah.",92.60
-100.62,27.52,COAH,VCRCL,"Venustiano Carranza, Coah.",61.01
-103.61,19.25,COL,BVSCM,"Buenavista, Col.",0.00
-103.73,18.76,COL,CDOCM,"Cerro de Ortega, Col.",0.00
-103.70,19.30,COL,CHNCM,"El Chanal, Col.",1.50
-103.63,18.83,COL,CLLCM,"Callejones, Col.",0.00
-103.76,19.32,COL,CMLCM,"Comala, Col.",0.02
-103.80,19.21,COL,CQMCM,"Coquimatl·n, Col.",0.00
-103.60,19.33,COL,CUACM,"CuauhtÈmoc, Col.",0.00
-103.88,19.11,COL,DJLCM,"Presa derivadora Jala, Col.",0.00
-110.95,18.73,COL,ISOCORROmar,"Isla Socorro SEMAR, Col.",1.40
