LON,LAT,EDO,CLAVE,ESTACION,mar-22
-105.620556,28.165278,CHIH,PFCOIMADERO,"Presa Francisco I. Madero, Chih. SGT*",0.0
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",0.0
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0.0
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0.0
-107.973333,26.9425,CHIH,TBRSI,"San Francisco, Chih.",0.0
-107.85,28.95,CHIH,TMCCH,"Observatorio de TemÛsachic, Chih.",0.0
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",0.0
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",0.0
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",0.0
-105.773333,27.99,CHIH,VILLALBA,"Villalba, Chih. SGT*",0.0
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",0.0
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",0.0
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",20.4
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario DomÌnguez, Chis.",0.0
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",0.8
-92.874722,17.188889,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",38.6
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza-Pac CFE, Chis.",196.6
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",22.0
-93.15,16.641944,CHIS,BOQCP,"BoquerÛn, Chis.",0.0
-92.716667,15.35,CHIS,CACCP,"Cacaluta, Chis.",8.4
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",10.1
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",0.0
-91.949722,17.85,CHIS,CATAZAJA,"Catazaj·, Chis. SGT*",0.0
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",178.4
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",8.0
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",0.4
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",0.0
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comit·n, Chis. SMN*",1.4
-92.1,16.2,CHIS,COOCP,"Observatorio de Comit·n, Chis.",1.3
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. SMN*",0.3
-93.076389,16.166944,CHIS,CREDREVOLUCIONM,"Cred RevoluciÛn Mexicana, Chis. SMN*",0.0
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",1.3
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",8.4
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",0.0
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",7.8
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",0.0
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",1.0
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",12.6
-92.829444,17.373056,CHIS,ESCALONCP,"El EscalÛn, Chis. SGT*",159.6
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",16.9
-92.67,15.33,CHIS,ESCUINTLA,"Escuintla, Chis. SMN*",0.8
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata CFE, Chis.",236.8
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",77.9
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",1.5
-92.402778,14.997222,CHIS,HUECP,"Huehuet·n, Chis.",11.1
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",18.4
-92.184722,14.626111,CHIS,ILRAYON,"Ignacio LÛpez RayÛn, Chis. SGT*",0.6
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",0.0
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",0.0
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",287.7
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",0.0
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",10.5
-93.563333,16.6925,CHIS,LASFLORESII,"Las Flores Dos, Chis. SGT*",16.1
-93.598889,17.178611,CHIS,MALCP,"NezahualcÛyotl, Chis.",55.0
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",27.1
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",12.6
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",0.1
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",22.6
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",0.4
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",76.1
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",1.9
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",2.9
-93.458611,17.446111,CHIS,PENCP,"¡ngel Albino Corzo, Chis.",146.3
-93.474444,17.463611,CHIS,PENITAS,"PeÒitas, Chis. SGT*",134.3
-93.457778,17.445,CHIS,PENITASCFE,"PeÒitas, Chis. CFE*",157.2
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",9.0
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",0.0
-93.079167,16.158333,CHIS,REVCP,"RevoluciÛn Mexicana, Chis.",0.0
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",91.1
-92.239167,15.776667,CHIS,SANMIGUELCFE,"San Miguel, Chis. CFE*",0.1
-93.741111,16.699722,CHIS,SANTALUCIAHM,"Santa LucÌa, Chis. SGT*",4.0
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",4.3
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",225.0
-92.603056,16.727222,CHIS,SCCASASCFE,"San CristÛbal de las Casas, Chis. CFE*",10.2
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San CristÛbal, Chis.",8.8
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",14.0
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0.0
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",58.5
-93.085,17.561111,CHIS,SJOCP,"San JoaquÌn, Chis.",74.6
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",0.0
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",125.0
-92.820833,16.938889,CHIS,SNACP,"Santa MarÌa, Chis.",54.8
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",6.1
-93.034167,16.742778,CHIS,SUMIDEROCFE,"CaÒÛn del Sumidero, Chis. CFE*",1.0
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",6.1
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",0.0
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",4.4
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0.0
-93.147222,16.762778,CHIS,TUXTLAGTZob,"Observatorio de Tuxtla GutiÈrrez, Chis. SMN*",0.0
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla GutiÈrrez, Chis.",0.3
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",178.8
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",15.7
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",0.0
-93.330556,17.116667,CHIS,YAMCP,"YamonhÛ, Chis.",52.8
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",0.0
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",0.0
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",0.0
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",0.0
-102.064444,26.983333,COAH,CCGCL,"Cuatro CiÈnegas, Coah.",0.0
-100.950278,29.327778,COAH,CDACL,"Ciudad AcuÒa, Coah.",0.0
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",0.0
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",0.0
-102.037778,26.990278,COAH,CUATROCIENEGAS,"Cuatro CiÈnegas, Coah. SMN*",0.0
-103.338333,25.695833,COAH,CUICL,"El Cuije, Coah.",0.0
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0.0
-100.920833,25.436111,COAH,ESLCL,"SecretarÌa de Agricultura Saltillo, Coah.",0.0
-103.262778,25.773889,COAH,FIMCL,"Francisco I. Madero, Coah.",0.0
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas. Ciudad AcuÒa, Coah. CILA*",1.7
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0.0
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",0.0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",0.0
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",0.0
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",0.0
-100.556944,28.667778,COAH,RIOESCONDIDOC,"RÌo Escondido Villa De Fuentes, Coah. CILA*",0.0
-100.634444,28.898611,COAH,RioSanRodrigoC,"RÌo San Rodrigo cerca El Moral, Piedras Negras Coah., CILA*",0.0
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",0.0
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",0.0
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego Jimenez, Coah. CILA*",0.0
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",0.0
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",0.0
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",0.0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0.0
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",0.0
-103.45,25.541667,COAH,TORCL,"Observatorio de TorreÛn, Coah.",0.0
-100.95,27.519444,COAH,VCARRANZA,"Venustiano Carranza, Coah. SMN*",0.0
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0.0
-102.808056,25.328333,COAH,VSCCL,"Viesca, Coah.",0.0
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",0.0
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0.0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0.0
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0.0
-103.804167,19.2125,COL,CQMCM,"Coquimatl·n, Col.",0.0
-103.6,19.325,COL,CUACM,"CuauhtÈmoc, Col.",0.0
-103.884444,19.111389,COL,DJLCM,"Presa derivadora Jala, Col.",0.0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0.0
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",0.0
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",0.0
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",0.0
-104.297778,19.069167,COL,MANZANILLOmar,"Manzanillo, Col. SEMAR*",0.0
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",0.6
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",0.0
-103.8125,19.3275,COL,PNTCM,"PeÒitas, Col.",0.0
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",0.0
-103.700833,19.408333,COL,SCHCM,"Suchitl·n, Col.",0.0
-103.867778,18.911667,COL,TCMCM,"Tecom·n, Col.",0.0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0.0
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de MÈx.",5.6
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",10.1
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de MÈx.",8.9
-98.999444,19.357222,DF,CDMDF,"C·rcel de Mujeres, Cd. de MÈx.",5.8
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de MÈx.",9.4
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de MÈx.",8.7
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de MÈx.",6.6
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de MÈx.",1.5
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",8.1
-99.134722,19.287778,DF,COAPA,"Coapa, Cd. de MÈx. UNAM*",9.2
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de MÈx SGT*",6.5
-99.247222,19.306389,DF,CONTRERAS,"Contreras, Cd. de MÈx. UNAM*",19.5
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de MÈx.",2.9
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de MÈx.",1.0
-99.097222,19.193611,DF,CUAUHTENCO,"Cuauhtenco, Cd. de MÈx. UNAM*",2.3
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de MÈx. UNAM*",8.5
-99.104722,19.282778,DF,CUEMANCO,"Cuemanco, Cd. de MÈx. UNAM*",8.7
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de MÈx.",8.1
-99.205,19.3,DF,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",1.2
-99.310556,19.313056,DF,DDELOSLEONES,"Desierto de los Leones, Cd. de MÈx. SACMEX*",2.3
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx.",6.6
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",2.3
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",0.6
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de MÈx. SMN*",25.4
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",8.6
-99.352222,19.295,DF,EZCDF,"El Zarco, MÈx.",0.0
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de MÈx.",8.6
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de MÈx.",0.0
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",7.2
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",9.1
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro RÌos (El Moral), Cd. de MÈx.",8.9
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",8.4
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de MÈx.",0.0
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",4.3
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de MÈx. UNAM*",8.2
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de MÈx. UNAM*",7.2
-99.0175,19.196667,DF,MILPAALTA,"Milpa Alta, Cd. de MÈx. UNAM*",3.8
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",3.3
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de MÈx.",1.0
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",6.4
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx.",13.5
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",5.8
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",2.5
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",2.8
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",6.9
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx.",7.1
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",8.4
-99.201944,19.423889,DF,PCHAPULTEPEC,"Planta Chapultepec, Cd. de MÈx. SACMEX*",8.4
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de MÈx.",8.6
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",9.9
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",7.4
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",0.0
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",6.6
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",7.9
-99.206111,19.436389,DF,POLANCO,"Polanco, Cd. de MÈx. UNAM*",9.5
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",7.5
-99.094722,19.482222,DF,PREPA3,"Prepa 3, Cd. de MÈx. UNAM*",7.3
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx.",8.9
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",5.3
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",10.9
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",5.3
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",7.9
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",13.5
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",9.4
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",9.4
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",10.2
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",9.1
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",4.6
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. Unam*, Cd. de MÈx. INIFAP*",9.4
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",15.8
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de MÈx.",10.2
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",7.1
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx.",10.2
-99.121944,19.571944,DF,SDEGUADALUPE,"Sierra de Guadalupe, Cd. de MÈx. SACMEX*",0.0
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",2.3
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",8.1
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",5.0
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",15.2
-98.960556,19.320833,DF,SSCDF,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx.",6.6
-99.196389,19.403611,DF,TACUBAYAob,"Observatorio de Tacubaya, Cd. de MÈx. SMN*",3.0
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",14.9
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",9.1
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",8.6
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",5.3
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",6.4
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",2.8
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",8.3
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",4.8
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",3.6
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",1.5
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",21.3
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",0.0
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa LucÌa), Cd. de MÈx.",0.3
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",1.3
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",11.2
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",7.6
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",0.0
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",0.0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0.0
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0.0
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",0.0
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",0.0
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",0.0
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",0.0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0.0
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",0.0
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",0.0
-105.955556,25.934722,DGO,GNCDR,"GuanacevÌ, Dgo.",0.0
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo.",0.0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0.0
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0.0
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",0.0
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",0.0
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",0.0
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",0.0
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",0.0
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",0.0
-105.041667,23.834167,DGO,NAVDR,"NavÌos Viejos, Dgo.",0.0
-103.736944,24.401111,DGO,NIRDR,"Granja Nirvana, Dgo.",0.0
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",0.0
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",0.0
-104.034167,24.791111,DGO,PBLDR,"PeÒÛn Blanco, Dgo.",0.0
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",0.0
-105.561667,26.436944,DGO,PSANGABRIEL,"Presa San Gabriel, Dgo. SGT*",0.0
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0.0
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",0.0
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",0.0
-105.331111,26.433056,DGO,SANANTONIO,"San Antonio, Dgo. SGT*",0.0
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",0.0
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0.0
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",0.0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",0.0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0.0
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0.0
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",0.0
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",0.0
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0.0
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0.0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0.0
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0.0
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0.0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0.0
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",0.0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0.0
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0.0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",0.0
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",0.0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",0.0
-103.836111,24.736667,DGO,YRBDR,"Yerbanis, Dgo.",0.0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0.0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",0.0
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",0.0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",0.0
-100.44,17.209444,GRO,ATOYAC,"Atoyac, Gro. SMN*",0.0
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0.0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0.0
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",2.0
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0.0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0.0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",0.0
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",0.0
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0.0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0.0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",0.0
-99.686111,17.148056,GRO,ELPUENTECFE,"El Puente, Gro. CFE*",0.4
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0.0
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",0.0
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",2.8
