LON,LAT,EDO,CLAVE,ESTACION,may-22
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",0.01
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",0
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",0
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",0
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",0
-99.680556,24.883333,NL,ADJNL,"Las Adjuntas, N.L.",30.75
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",33.3
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",0
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",1
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",39.7
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",0
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",25.9
-100.276111,25.801389,NL,CanadaS,"El Canad·, N.L. SAHM*",16.75
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",15
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",16.84
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",17.3
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",61.02
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",5.53
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",8.8
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",49.92
-100.172778,23.676389,NL,DARNL,"Doctor Arroyo, N.L.",9.5
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",35
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",24.2
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",0.23
-100.128056,25.428056,NL,LBCNL,"Rodrigo GÛmez, N.L.",19.6
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",2.03
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",36.52
-99.536944,26.054722,NL,MOCAMPO,"Melchor Ocampo, N.L. SGT*",47.5
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",28
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",9.82
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",36.41
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",40.8
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",10.1
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",89.51
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",22.35
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",49.5
-100.308333,25.7325,NL,TOPOCHICO,"Topo Chico Monterrey, N.L. SGT*",21.85
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",0
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",17.5
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",216.71
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",150.9
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",109.1
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",31.11
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",192.22
-97.616667,17.57,OAX,CHDOX,"Chilapa de DÌaz, Oax.",0.01
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",187.2
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotl·n, Oax.",7.2
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",30.6
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",46.09
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",19.23
-95.374444,16.434722,OAX,EMAOX,"El MarquÈs, Oax.",214.01
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",37.13
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",19.41
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",13.2
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",448.06
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",90.8
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",168.41
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",301.3
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",258
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",188.5
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",188
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",0
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",178.5
-97.533056,17.233056,OAX,MAPOX,"Magdalena PeÒasco, Oax.",0
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",232.23
-96.579722,16.344167,OAX,MIAHUATLAN,"Miahuatl·n, Oax. SMN*",107.6
-97.249167,17.436667,OAX,NOCHISTLAN,"Nochistl·n, Oax. SMN*",12.4
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",19.1
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",38.52
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",248.51
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",23.65
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",16.7
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto ¡ngel, Oax.",31.2
-95.481389,16.585278,OAX,RHOOX,"RÌo Hondo, Oax.",82.5
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",171.2
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",22.9
-97.839444,17.156667,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",12.7
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",199.5
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",3.52
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",33
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",194.7
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",200
-97.626667,18.1,OAX,SJNOX,"San Juan Nochixtl·n, Oax.",2.6
-98.1425,17.501389,OAX,SLAOX,"Silacayo·pam, Oax.",14.25
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",94.82
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",9.31
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",118.63
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",19.1
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",146.5
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",28.7
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",46.11
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",132.81
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",6.62
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",474.4
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",30.3
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",55.51
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",198.9
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",133
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",255.13
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",20.62
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",177.41
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",14.32
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",310.42
-97.818056,17.889722,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",5.51
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",13.65
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",51.1
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",13.3
-98.135833,18.9425,PUE,AFRPB,"¡fricam, Pue.",11.2
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",18
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",47.9
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",29.7
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",36
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",86.32
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",10.34
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",9
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",73
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",8.94
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",46.02
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",8.4
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",48.5
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",18.51
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",8.2
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",45.4
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",149
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",25.02
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",39.6
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",21.5
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",27.51
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",46
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",18.02
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",36.82
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",11.4
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",45.82
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",69.3
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",0.04
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatl·n de Valle, Pue. SGT*",13.9
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",16
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",6.53
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",56.4
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",41.6
-98.166667,19.05,PUE,PUEBLAob,"Observatorio de Puebla, Pue. SMN*",57.6
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",35.5
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",23.92
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",136.5
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",27.15
-97.208333,20.131389,PUE,SJAPB,"San JosÈ Acateno, Pue.",102.03
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",54.02
-98.4175,19.284167,PUE,SMTPB,"San MartÌn Texmelucan, Pue.",32.82
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",100.4
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",13.5
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",51.21
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",26.5
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",7.4
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",10
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",3.91
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",20.51
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",20.4
-97.390556,19.887778,PUE,TEZIUTLAN,"Teziutl·n, Pue. SMN*",0
-97.359722,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",15.51
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",34.83
-98.040556,20.374167,PUE,TLXPB,"Tlaxco, Pue.",5.01
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",29
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",61.77
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",28.5
-97.720833,18.865556,PUE,UTTPB,"Universidad TecnolÛgica Tecamachalco, Pue. SMN*",10.6
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",89.5
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",68.2
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",9.01
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",104
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",0
-100.412222,20.504167,QRO,BATQT,"El Bat·n, Qro.",7.01
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",0
-100.455833,20.693333,QRO,ELARENAL,"El Arenal, Qro. SGT*",1.8
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",5.6
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",2.2
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",5.2
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",1.7
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",164.1
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo. SMN*",130.2
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",164.53
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",151.14
-86.775833,21.074444,QROO,CNCQR,"Canc˙n Radar, Q. Roo. SMN*",83.19
-86.906944,20.476944,QROO,CO2QR,"Cozumel, Q. Roo. SMN*",90.6
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",116.1
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",201.3
-88.703611,19.752222,QROO,JMORELOS,"JosÈ MarÌa Morelos, Q. Roo. SMN*",32.4
-88.880278,17.896944,QROO,LAUNION,"La UniÛn, Q. Roo. SMN*",33.8
-88.923889,18.455278,QROO,NICOLASBRAVO,"Nicol·s Bravo, Q. Roo. SMN*",69.9
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",74.8
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Ju·rez, Q. Roo. SEMAR*",179.25
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",0
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",0
-108.7,25.7,SIN,ARCSI,"Adolfo RuÌz CortÌnes, Sin.",0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",0
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",0
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidromÈtrica, Sin.",0
-108.3275,26.103056,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",0
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidromÈtrica de Gustavo Diaz Ord·z, Sin.",0
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",0
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",0
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatl·n, Sin.",0.01
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0
-107.755833,25.124722,SIN,RAVSI,"EstaciÛn Rancho Viejo, Sin.",0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini VizcaÌno, Sin.",0
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",0
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",0.5
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",30.6
-100.021667,21.936111,SLP,CDFERNANDEZ,"Ciudad Fern·ndez, S.L.P. SMN*",0.6
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",0
-100.283056,22.431667,SLP,CTSSL,"Cerritos, S.L.P.",36
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",2.6
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",9.21
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",2
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",13.57
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",100.4
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",7.2
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",1.21
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",8.61
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",1.5
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",4.2
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",30.4
-99.995,21.931389,SLP,RVDSL,"Observatorio de RÌo Verde, S.L.P.",0.3
-101.683333,22.633333,SLP,SDHSL,"Salinas, S.L.P.",1.4
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",17.11
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis PotosÌ, S.L.P.",41
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",15.52
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",2
-99.146111,21.822222,SLP,TANCHACHIN,"TanchachÌn, S.L.P. SGT*",0
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",5.8
