LON,LAT,EDO,CLAVE,ESTACION,nov-22
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo Mezontepec, Cd. de MÈx.",14.48
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",3.46
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx.",0
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de MÈx. UNAM*",40.5
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",8.25
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de MÈx.",6.86
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de MÈx.",8.63
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de MÈx.",10.92
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de MÈx.",22.86
-99.201944,19.423889,DF,PCHAPULTEPEC,"Planta Chapultepec, Cd. de MÈx. SACMEX*",24.64
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de MÈx.",24.64
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",16.01
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",24.54
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de MÈx.",14.48
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo LÛpez Mateos, Cd. de MÈx.",8.13
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de MÈx.",9.65
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",3.3
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",15.96
-99.094722,19.482222,DF,PREPA3,"Prepa 3, Cd. de MÈx. UNAM*",8.42
-99.195,19.3675,DF,PREPA8,"Prepa 8, Cd. de MÈx. UNAM*",23.57
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx.",33.52
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",14.73
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",7.37
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",4.32
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx.",18.04
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",5.07
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",37.59
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",6.86
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",4.83
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",33.55
-99.17,19.4,DF,RCMDF,"RadiocomunicaciÛn, Cd. de MÈx.",13.46
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. UNAM*",30.14
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",28.17
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de MÈx.",5.34
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",0.51
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora Santa Cruz Meyehualco, Cd. de MÈx.",11.94
-99.121944,19.571944,DF,SDEGUADALUPE,"Sierra de Guadalupe, Cd. de MÈx. SACMEX*",21.59
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",22.35
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",3.51
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",3.91
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",7.62
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",23.08
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",21.21
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",21.84
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",29.96
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",47.76
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",10.68
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",20.82
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",9.65
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",21.84
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",11.18
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",46.47
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",21.08
-99.264444,19.359722,DF,TSLDF,"Santa Fe Santa LucÌa, Cd. de MÈx.",33.02
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",4.57
-99.189444,19.503333,DF,UAMAZC,"Universidad AutÛnoma Metropolitana Azcapotzalco, Cd. de MÈx. UNAM*",31.87
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",3.75
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",20.71
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",0
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",0
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",0
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",0
-105.955556,25.934722,DGO,GNCDR,"GuanacevÌ, Dgo.",0
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo.",0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",0
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",0
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",0.5
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",0
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",0
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",0
-105.041667,23.834167,DGO,NAVDR,"NavÌos Viejos, Dgo.",4.3
-103.736944,24.401111,DGO,NIRDR,"Granja Nirvana, Dgo.",2.2
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",0.01
-104.034167,24.791111,DGO,PBLDR,"PeÒÛn Blanco, Dgo.",0
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",0
-104.9,25.75,DGO,RPADR,"Radar Palmito, Dgo.",0
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",0
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",1
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",0.5
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",8
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0.01
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",0
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0.01
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0.01
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",0.01
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.749167,16.762778,GRO,ACAPULCOob,"Observatorio de Acapulco, Gro. SMN*",0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",1
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",4
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",20.8
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del RÌo, Gro. CFE*",4.7
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",1.2
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",36.8
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",0
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",17.97
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",3
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",5.3
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",15.5
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",0
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",10
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",0
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",9.8
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",15
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",2.9
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",2.26
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",27.63
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",3
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",41
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",4.5
-98.735,17.777222,GRO,OLNGR,"Olinal·, Gro.",10
-98.888333,18.020833,GRO,PAPALUTLACFE,"Papalutla, Gro. CFE*",0
-102.123056,17.984444,GRO,PETACALCO,"Petacalco, Gro. SMN*",0
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",4
-99.591667,17.938889,GRO,PUENTEMEZCALCFE,"Puente Mezcal, Gro. CFE*",3
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",1.8
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",3
-100.478611,18.171944,GRO,SCRISTOBALCFE,"San CristÛbal, Gro. CFE*",3.5
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",0
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",0
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",3
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",6
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",13.5
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",9.5
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",5
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",20.1
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",6.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",9
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",2.8
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",0
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",8.51
-100.712222,20.0325,GTO,ACNGJ,"Ac·mbaro, Gto.",27.02
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",0.5
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",5.72
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",0.03
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",18
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",9.5
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",2.3
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",5
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",7.6
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",4.4
-100.962778,20.487778,GTO,CRTGJ,"Cort·zar, Gto.",3
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",8
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",10.8
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",9.01
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",6
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",0.04
-101.244444,20.872222,GTO,ECHGJ,"El ChapÌn, Gto.",8
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",6.31
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",11.2
-101.996667,20.800556,GTO,FRIAS,"FrÌas, Gto. ProtecciÛn Civil*",10.92
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",11
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",10.98
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",8.02
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",2.51
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",6.7
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",7.03
-101.693333,21.136389,GTO,LENGJ,"LeÛn, Gto.",8
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",0
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",1.03
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",5.7
-101.931111,20.507222,GTO,MABGJ,"Mariano Abasolo, Gto.",15
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",5.52
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",10
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",6.4
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",7.52
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",6.91
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",11.6
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",4.2
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",6.21
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",33.5
-100.669722,20.055278,GTO,SLSGJ,"SolÌs, Gto.",14
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",0.02
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",5.21
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",0
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",25.23
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",1.02
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",0.5
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",15.52
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",27
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",139.5
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",11.01
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",99.2
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",64.8
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",3.3
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",37.2
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",34.8
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",4.02
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",89.6
-98.7475,20.123333,HGO,PACHUCAob,"Observatorio de Pachuca, Hgo. SMN*",8.99
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",10.3
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",7.62
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",4.02
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",13.02
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",1.02
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",6.54
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",22
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",3
-103.228611,22.325833,JAL,ACHZC,"Achimec, Jal.",1.62
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",2
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",5.5
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",0.01
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0.01
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",0.7
-103.782778,21.831667,JAL,BLNJL,"BolaÒos, Jal.",0
-103.464722,19.730556,JAL,CDGUZMANob,"Observatorio de Ciudad Guzm·n, Jal. SMN*",11
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzm·n, Jal.",15.4
-104.555278,19.627778,JAL,CHFJL,"El ChiflÛn, Jal.",0.12
-102.774167,19.287778,JAL,CHLMC,"ConstituciÛn de Apatzing·n, Jal.",0
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",0
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",0.01
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",3.5
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",0.01
-102.976111,20.681389,JAL,EGCJL,"Ing. ElÌas Gonz·lez Ch·vez, Jal.",2.32
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",1.4
-103.3925,20.706667,JAL,GUADALAJARAob,"Observatorio de Guadalajara , Jal. SMN*",2.2
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",1.81
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",2.1
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",0
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",0.01
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",1.01
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",2.5
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",5.01
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",6.2
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitl·n, Jal. SGT*",2.8
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",40.4
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",6.2
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",8.82
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",5.4
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",0
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",7.5
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatl·n 1, Jal. SMN*",7.6
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",0
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",1.02
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",0.01
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",0.02
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",0.8
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",2
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",0.91
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",1.1
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",33.01
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",0
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÈx.",15.12
-100.436389,18.781111,MEX,BEJMX,"Bejucos, MÈx.",3.4
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, MÈx. UNAM*",14.36
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, MÈx.",3
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",26.15
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",9.4
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",9.4
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",30.01
-99.4675,18.795833,MEX,CHDMX,"Colonia Hidalgo, MÈx",8
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",11.69
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, MÈx. SACMEX*",9.9
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÈx.",7
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",9.7
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",10.7
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",3
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, MÈx.",23.34
-100.225,19.178889,MEX,COLMX,"Colorines, MÈx.",0.6
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",21
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",14.23
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",24.5
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, MÈx.",3
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÈx.",39.81
-99.250833,19.415833,MEX,HERRADURA,"Herradura, MÈx. UNAM*",9.49
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",35.02
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, MÈx.",14.8
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",41.13
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",18.11
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",32.01
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, MÈx. UNAM*",14.98
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",57.11
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",6.04
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",11.67
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, MÈx.",20.83
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",9.9
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",15
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",12.45
-99.728333,18.928333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",25
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",51
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",49.92
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",11.67
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",10.7
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",38.02
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",20
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",0
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÈx.",21.1
-98.911111,19.530556,MEX,SADMX,"San AndrÈs, MÈx.",9.3
-100.304167,19.170278,MEX,SANTOTOMASCFE,"Santo Tom·s, MÈx. CFE*",2.8
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",47
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",52.5
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",30.3
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",71
-99.285,19.574444,MEX,SNJMX,"San Juan, MÈx",0
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÈx.",2.7
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÈx.",38.44
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",20.8
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, MÈx.",28.94
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",24.15
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",22.8
-99.283333,19.453889,MEX,TOTMX,"Totolica, MÈx",21.1
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",74.5
-99.6125,19.429167,MEX,TROMX,"Trojes, MÈx.",35.03
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",12.9
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÈx",21.02
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, MÈx.",10.01
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",14.47
