LON,LAT,EDO,CLAVE,ESTACION,jun-22
-107.482778,28.481667,CHIH,AGZCH,"Abraham Gonz·lez, Chih.",53.0
-107.255556,28.771667,CHIH,BACCH,"BachÌniva, Chih.",76.0
-106.219444,27.446667,CHIH,BOCADELRIO,"Boca del RÌo, Chih. SGT*",51.0
-107.723611,27.033611,CHIH,BTPCH,"Batopilas, Chih.",61.8
-106.484722,28.802778,CHIH,C08099,"Majalca, Chih.",67.5
-108.52,28.147222,CHIH,C08182,"Moris, Chih.",150.5
-108.092778,29.251944,CHIH,C08219,"PeÒitas, Chih.",141.0
-107.6975,28.759722,CHIH,C08243,"Tejolocachi, Chih.",53.5
-105.963611,28.773333,CHIH,C08270,"La Mesa, Chih.",71.6
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",104.0
-106.84,28.396667,CHIH,CDCUAUHTEMOC,"Ciudad CuauhtÈmoc, Chih. SMN*",58.2
-106.427222,31.689722,CHIH,CDJUAREZob,"Observatorio de Ciudad Ju·rez, Chih. SMN*",33.8
-105.446944,28.210833,CHIH,CDLCH,"Ciudad Delicias, Chih.",11.0
-108.535556,27.392222,CHIH,CHICH,"ChÌnipas, Chih. SMN*",165.8
-106.030278,28.670556,CHIH,CHIHUAHUAob,"Observatorio de Chihuahua, Chih. SMN*",55.0
-106.770556,26.229444,CHIH,CHNCH,"Chinat˙, Chih. SMN*",117.2
-106.167778,28.570556,CHIH,CHUCH,"Chihuahua, Chih.",87.9
-106.400278,31.736667,CHIH,CJZCH,"Ciudad Ju·rez, Chih.",36.0
-105.381667,27.410278,CHIH,CL2CH,"Colina hidromÈtrica, Chih.",26.5
-105.382222,27.576389,CHIH,CLNCH,"Ing. Andrew Weiss, Chih.",26.5
-108.541667,27.416667,CHIH,CNDCH,"ChÌnipas, Chih.",182.5
-107.633333,27.75,CHIH,CRLCH,"Creel, Chih.",141.6
-106.390278,26.473333,CHIH,ELVERGELSMN,"El Vergel, Chih. SMN*",65.0
-106.119444,28.614722,CHIH,ERECH,"El RejÛn, Chih.",87.9
-105.628889,28.166111,CHIH,FIMCH,"Las VÌrgenes, Chih.",29.0
-107.072222,26.816667,CHIH,GCCCH,"Guachochi, Chih. SMN*",102.7
-108.3,29.2,CHIH,GPCCH,"Guapoca, Chih.",123.1
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",221.0
-107.879167,26.870833,CHIH,INGCH,"San Ignacio, Chih.",206.0
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",50.6
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",22.0
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",78.2
-105.28,28.984444,CHIH,LLNCH,"El Granero, Chih.",22.0
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",81.7
-106.486111,28.803333,CHIH,MAJALCA,"Cumbres de Majalca, Chih. SMN*",61.6
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",20.7
-105.254167,26.546389,CHIH,PAGCH,"Pico del ¡guila, Chih.",9.1
-104.74,29.5,CHIH,PEGUIS,"Peguis, Chih. SGT*",16.8
-105.620556,28.165278,CHIH,PFCOIMADERO,"Presa Francisco I. Madero, Chih. SGT*",26.3
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",16.6
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",82.8
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",87.9
-107.973333,26.9425,CHIH,TBRSI,"San Francisco, Chih.",118.6
-107.85,28.95,CHIH,TMCCH,"Observatorio de TemÛsachic, Chih.",51.6
-107.384167,29.5625,CHIH,TNTCH,"El Tintero, Chih.",52.0
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",176.2
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",3.1
-105.773333,27.99,CHIH,VILLALBA,"Villalba, Chih. SGT*",41.0
-105.806944,27.454444,CHIH,VZRCH,"Valle de Zaragoza, Chih.",17.0
-108.166667,29.666667,CHIH,YEPCH,"Yepachic, Chih.",141.8
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",191.1
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario DomÌnguez, Chis.",300.5
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",290.7
-92.874722,17.188889,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",375.3
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza-Pac, Chis. CFE*",320.3
-92.905833,16.997222,CHIS,BOCHIL,"Bochil, Chis. SGT*",247.1
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",229.3
-93.15,16.641944,CHIS,BOQCP,"BoquerÛn, Chis.",290.4
-92.716667,15.35,CHIS,CACCP,"Cacaluta, Chis.",525.4
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",264.6
-92.483056,15.969167,CHIS,CATARINITAS,"Catarinitas, Chis. SGT*",157.6
-91.703333,17.472222,CHIS,CHACAMAX,"Chacamax, Chis. SGT*",303.7
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",329.6
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",248.1
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",364.5
-92.133333,16.233333,CHIS,COMITANob,"Observatorio de Comit·n, Chis. SMN*",211.8
-92.1,16.2,CHIS,COOCP,"Observatorio de Comit·n, Chis.",218.3
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. SMN*",316.0
-93.076389,16.166944,CHIS,CREDREVOLUCIONM,"Cred RevoluciÛn Mexicana, Chis. SMN*",306.1
-92.965278,15.727778,CHIS,CUXTEPEQUES,"Finca Cuxtepeques, Chis. SGT*",381.2
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",371.0
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",708.3
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",540.7
-92.584722,16.725833,CHIS,ELARCOTETE,"El Arcotete, Chis. SGT*",192.6
-92.95,15.495833,CHIS,ELNCP,"El Novillero, Chis.",402.1
-92.8975,15.994444,CHIS,ELPORTILLO,"El Portillo, Chis. SGT*",546.5
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",480.8
-92.829444,17.373056,CHIS,ESCALONCP,"El EscalÛn, Chis. SGT*",509.0
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",829.9
-92.67,15.33,CHIS,ESCUINTLA,"Escuintla, Chis. SMN*",391.5
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",416.7
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",561.7
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",833.6
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",362.1
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",249.1
-92.402778,14.997222,CHIS,HUECP,"Huehuet·n, Chis.",226.3
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",681.1
-92.471389,15.146944,CHIS,HUIXTLA,"Huixtla, Chis. SGT*",571.9
-92.184722,14.626111,CHIS,ILRAYON,"Ignacio LÛpez RayÛn, Chis. SGT*",236.7
-92.72,15.886111,CHIS,JALTENANGO,"Jaltenango, Chis. SGT*",455.0
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",524.4
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",413.2
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",498.0
-93.560278,16.692778,CHIS,LASFLORESCFE,"Las Flores, Chis. CFE*",254.5
-93.563333,16.6925,CHIS,LASFLORESII,"Las Flores Dos, Chis. SGT*",255.6
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",256.3
-93.598889,17.178611,CHIS,MALCP,"NezahualcÛyotl, Chis.",346.7
-93.604722,17.199444,CHIS,MALPASOCFE,"Malpaso, Chis. CFE*",343.0
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",462.7
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",307.2
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",243.8
-93.631667,16.493889,CHIS,NVAPALESTINA,"Nueva Palestina, Chis. SGT*",376.4
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",442.5
-92.3375,16.851111,CHIS,OXCHUC,"Oxchuc, Chis. SGT*",235.4
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",233.6
-91.967778,15.849444,CHIS,PCONCORDIACFE,"Puente Concordia, Chis. CFE*",246.3
-93.458611,17.446111,CHIS,PENCP,"¡ngel Albino Corzo, Chis.",409.2
-93.474444,17.463611,CHIS,PENITAS,"PeÒitas, Chis. SGT*",214.3
-93.457778,17.445,CHIS,PENITASCFE,"PeÒitas, Chis. CFE*",413.5
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",224.2
-93.551667,17.353889,CHIS,RCALZADACFE,"RÛmulo Calzada, Chis. CFE*",245.2
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",357.5
-93.079167,16.158333,CHIS,REVCP,"RevoluciÛn Mexicana, Chis.",380.9
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",365.6
-92.239167,15.776667,CHIS,SANMIGUELCFE,"San Miguel, Chis. CFE*",316.2
-93.741111,16.699722,CHIS,SANTALUCIAHM,"Santa LucÌa, Chis. SGT*",127.0
-93.231111,16.373611,CHIS,SANTUARIOCFE,"Santuario, Chis. CFE*",326.3
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",382.6
-92.603056,16.727222,CHIS,SCCASASCFE,"San CristÛbal de las Casas, Chis. CFE*",204.5
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San CristÛbal, Chis.",218.6
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",262.4
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",203.9
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",529.1
-92.308333,17.028611,CHIS,SITALA,"Sitala, Chis. SGT*",292.4
-93.085,17.561111,CHIS,SJOCP,"San JoaquÌn, Chis.",220.9
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",316.3
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",257.2
-92.820833,16.938889,CHIS,SNACP,"Santa MarÌa, Chis.",285.8
-92.633333,16.733333,CHIS,SNCRISTOBALob,"Observatorio de San CristÛbal, Chis. SMN*",192.0
-92.148889,14.698611,CHIS,SUCHIATE,"Suchiate, Chis. SGT*",392.1
-93.034167,16.742778,CHIS,SUMIDEROCFE,"CaÒÛn del Sumidero, Chis. CFE*",240.4
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",430.6
-92.478056,16.553611,CHIS,TEOPISCA,"Teopisca, Chis. SGT*",234.7
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",325.2
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",331.7
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",360.8
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",301.0
-93.147222,16.762778,CHIS,TUXTLAGTZob,"Observatorio de Tuxtla GutiÈrrez, Chis. SMN*",167.0
-93.086667,16.755278,CHIS,TXCCP,"Tuxtla GutiÈrrez CFE, Chis.",311.1
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla GutiÈrrez, Chis.",237.8
-93.414167,17.231111,CHIS,TZIMBACCFE,"Tzimbac, Chis. CFE*",276.0
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",244.1
-93.248056,16.253889,CHIS,VILLAFLORES,"Villaflores, Chis. SGT*",284.2
-93.330556,17.116667,CHIS,YAMCP,"YamonhÛ, Chis.",193.8
-100.837222,28.344444,COAH,ADLCL,"Allende, Coah.",0.0
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",0.0
-100.929722,25.561111,COAH,ARACL,"Ramos Arizpe Aeropuerto, Coah.",13.0
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",0.0
-102.064444,26.983333,COAH,CCGCL,"Cuatro CiÈnegas, Coah.",3.4
-100.950278,29.327778,COAH,CDACL,"Ciudad AcuÒa, Coah.",0.0
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",49.0
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",0.0
-102.037778,26.990278,COAH,CUATROCIENEGAS,"Cuatro CiÈnegas, Coah. SMN*",2.2
-103.338333,25.695833,COAH,CUICL,"El Cuije, Coah.",0.0
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",22.2
-100.920833,25.436111,COAH,ESLCL,"SecretarÌa de Agricultura Saltillo, Coah.",8.5
-103.262778,25.773889,COAH,FIMCL,"Francisco I. Madero, Coah.",6.0
-100.833333,28.823056,COAH,LAFRAGUA,"La Fragua, Coah. SGT*",0.0
-100.954444,29.329167,COAH,LASVACASC,"Las Vacas. Ciudad AcuÒa, Coah. CILA*",6.4
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",30.3
-103.228056,25.527778,COAH,MATCL,"Matamoros, Coah.",10.5
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",0.6
-101.711389,28.013056,COAH,MORELOSMUZQUIZ,"Morelos M˙zquiz, Coah. SMN*",14.8
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",0.0
-101.002222,27.422222,COAH,PRSCL,"Progreso, Coah.",0.0
-100.556944,28.667778,COAH,RIOESCONDIDOC,"RÌo Escondido Villa De Fuentes, Coah. CILA*",0.0
-100.634444,28.898611,COAH,RioSanRodrigoC,"RÌo San Rodrigo cerca El Moral, Piedras Negras Coah., CILA*",1.0
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",5.9
-101.016667,25.376389,COAH,SALTILLOob,"Observatorio de Saltillo, Coah. SMN*",4.2
-100.730833,29.071944,COAH,SANDIEGOC,"San Diego JimÈnez, Coah. CILA*",0.3
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",47.5
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",0.0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",6.4
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",4.0
-103.45,25.541667,COAH,TORCL,"Observatorio de TorreÛn, Coah.",41.8
-100.95,27.519444,COAH,VCARRANZA,"Venustiano Carranza, Coah. SMN*",1.4
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",0.5
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",212.1
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",137.5
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",175.9
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",256.2
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",137.4
-103.6,19.325,COL,CUACM,"CuauhtÈmoc, Col.",100.5
-103.884444,19.111389,COL,DJLCM,"Presa derivadora Jala, Col.",148.8
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",255.0
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",115.6
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",116.7
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",138.0
-104.297778,19.069167,COL,MANZANILLOmar,"Manzanillo, Col. SEMAR*",139.8
-104.316667,19.046389,COL,MANZANILLOob,"Observatorio de Manzanillo, Col. SMN*",13.8
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",157.0
-103.8125,19.3275,COL,PNTCM,"PeÒitas, Col.",150.8
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",102.2
-103.700833,19.408333,COL,SCHCM,"Suchitl·n, Col.",156.3
-103.867778,18.911667,COL,TCMCM,"Tecom·n, Col.",75.5
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",160.6
-99.329444,19.3225,DF,ACOPILCO,"Acopilco, Cd. de MÈx. UNAM*",210.8
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de MÈx.",185.2
-99.188889,19.214722,DF,AJUSCO,"Ajusco, Cd. de MÈx. UNAM*",157.4
-99.08,19.465833,DF,ARAGON,"Conagua AragÛn, Cd. de MÈx. UNAM*",70.4
-99.102778,19.423056,DF,BALBUENA,"Balbuena, Cd. de MÈx. UNAM*",117.3
-99.118056,19.469722,DF,BONDOJITO,"Bondojito, Cd. de MÈx. UNAM*",107.1
-99.171667,19.453333,DF,CBIDF,"Escuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. SMN*",128.1
-99.171667,19.453333,DF,CBIOLOGIPN,"Eescuela Nacional de Ciencias BiolÛgicas IPN, Cd. de MÈx. OCAVM*",104.0
-99.059722,19.383889,DF,CCHOTE,"Colegio de Ciencias y Humanidades Oriente, Cd. de MÈx. UNAM*",60.9
-99.140833,19.483333,DF,CCHVALLEJO,"Colegio de Ciencias y Humanidades Vallejo, Cd. de MÈx. UNAM*",89.0
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de MÈx.",143.0
-98.999444,19.357222,DF,CDMDF,"C·rcel de Mujeres, Cd. de MÈx.",69.4
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de MÈx.",90.9
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de MÈx.",103.3
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de MÈx.",131.0
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de MÈx.",27.4
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de MÈx.",104.9
-99.134722,19.287778,DF,COAPA,"Coapa, Cd. de MÈx. UNAM*",86.7
-99.19,19.3375,DF,CONAGUAOFC,"Conagua Oficinas Centrales, Cd. de MÈx SGT*",98.8
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de MÈx.",165.5
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de MÈx.",126.5
-99.291667,19.355278,DF,CUAJIMALPA,"Memetla Cuajimalpa, Cd. de MÈx. UNAM*",163.1
-99.097222,19.193611,DF,CUAUHTENCO,"Cuauhtenco, Cd. de MÈx. UNAM*",99.3
-99.140833,19.549444,DF,CUAUTEPEC,"Cuautepec, Cd. de MÈx. UNAM*",79.0
-99.104722,19.282778,DF,CUEMANCO,"Cuemanco, Cd. de MÈx. UNAM*",117.3
-99.105,19.323333,DF,CULHUACAN,"Culhuac·n, Cd. de MÈx. UNAM*",74.7
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de MÈx.",67.1
-99.205,19.3,DF,DATDF,"DesviaciÛn Alta, Cd. de MÈx.",87.4
-99.310556,19.313056,DF,DDELOSLEONES,"Desierto de los Leones, Cd. de MÈx. SACMEX*",203.2
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx.",75.4
-99.221111,19.321944,DF,DHUMANOS,"Derechos Humanos, Cd. de MÈx. UNAM*",120.1
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",215.9
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",112.3
-99.203889,19.271389,DF,ECOGUARDAS,"Ecoguardas Ajusco, Cd. de MÈx. SMN*",218.4
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",218.9
-99.352222,19.295,DF,EZCDF,"El Zarco, MÈx.",0.0
-99.091667,19.478056,DF,GCNDF,"km 6+250, Cd. de MÈx.",77.7
-99.181944,19.329722,DF,IIUNAM,"Instituto de IngenierÌa, Cd. de MÈx. UNAM*",98.7
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",92.2
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",90.9
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de MÈx. UNAM*",128.1
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro RÌos El Moral, Cd. de MÈx.",72.6
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",197.1
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de MÈx.",23.6
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",59.2
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de MÈx. UNAM*",79.1
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de MÈx. UNAM*",66.4
