LON,LAT,EDO,CLAVE,ESTACION,oct-22
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",61.01
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",42.04
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",38.7
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",40.8
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",23.5
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",10.5
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",30
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",20.01
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",15.8
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",21.5
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",40
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",38.43
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",59.32
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",72.8
-102.242222,20.339444,MICH,YURMC,"YurÈcuaro, Mich.",65.8
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",65.31
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",20.8
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",55.8
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",18
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",50.11
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",49.81
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",36.1
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",37.2
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",23.5
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",100.01
-98.891389,18.931111,MOR,ATBMR,"Atlatlahuacan Bachillerato, Mor.",1.62
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",58.4
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",47.51
-98.714444,18.583056,MOR,CAYMR,"Cayehuacan, Mor.",36.32
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",4.33
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",83.94
-99.324722,18.862778,MOR,CUNMR,"Cuentepec, Mor.",116.03
-98.954444,18.817778,MOR,CUSMR,"Cuautla SMN, Mor.",14.3
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",104.32
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",45.57
-99.273611,18.503889,MOR,EZPMR,"Emiliano Zapata, Mor.",20.02
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",45.1
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",87
-99.267222,19.045,MOR,HUCMR,"Centro Bachillerato TecnolÛgico Agropecuario 154 Huitzilac, Mor.",92.1
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",30.75
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",118.4
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",69.22
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",80.51
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",95.16
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",76.11
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",30.3
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",50.22
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",42
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",68.1
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",27
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",70.6
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",62.01
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",135.7
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",87.8
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",115.7
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",12.04
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",107.9
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",58.61
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",112.3
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",56.11
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",94.6
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",130.02
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",65
-99.103889,18.794167,MOR,TICMR,"Ticum·n, Mor.",75.41
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",45.31
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",4.03
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",51.03
-98.9,18.9,MOR,TLYMR,"Tlayacapan, Mor.",91.3
-99.241667,19.054167,MOR,TMAMR,"Tres MarÌas, Mor.",109.03
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",0.02
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",44.02
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",20.31
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",102
-99.072778,18.971389,MOR,TPZMR,"Tepoztl·n, Mor.",65.53
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",29.51
-99.383611,18.73,MOR,VIAMR,"Vista Alegre, Mor.",72.33
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",39
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",6.82
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",82.53
-98.866111,18.881944,MOR,YECMR,"Yecapixtla, Mor.",46.51
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",16.07
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",305.39
-105.383333,22.466389,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",201
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",251.1
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",110.01
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",20.9
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",90.57
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",100.3
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",286.53
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",239.61
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",124.83
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",204.5
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",190.21
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",222.9
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",175.3
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",24.01
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",16.5
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",45.2
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",38.9
-100.276111,25.801389,NL,CanadaS,"El Canad·, N.L. SAHM*",29.25
-100.274722,25.800556,NL,CANNL,"El Canad·, N.L.",0.55
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",47.9
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",47
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",48.01
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",57.01
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",33.81
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",39.71
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",35.01
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",49.99
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",27.7
-100.128056,25.428056,NL,LBCNL,"Rodrigo GÛmez, N.L.",51
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",26.02
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",16.02
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",45.5
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",40.72
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",29.34
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",102
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",43.2
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",60
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",25.35
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",70
-100.308333,25.7325,NL,TOPOCHICO,"Topo Chico Monterrey, N.L. SGT*",30.55
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",46.5
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",24
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",140.4
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",104.01
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",146.7
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",44
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",57.51
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",295.11
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",143.61
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotl·n, Oax.",17.51
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",64.8
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",179.32
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",190.02
-95.374444,16.434722,OAX,EMAOX,"El MarquÈs, Oax.",144.2
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",9.62
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",14.61
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",24.41
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",144.77
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",82.4
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",141.1
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",446.7
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",159.2
-95.033333,16.433333,OAX,JUCOX,"Juchit·n, Oax.",167.3
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",166.01
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",162
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",62.9
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",183.01
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",213.02
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",40.31
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",40
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",111.32
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",24
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto ¡ngel, Oax.",128.1
-95.481389,16.585278,OAX,RHOOX,"RÌo Hondo, Oax.",120.5
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",431.9
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",36.4
-97.839444,17.156667,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",19.32
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",143.11
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",38.5
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",229.4
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",411
-97.626667,18.1,OAX,SJNOX,"San Juan Nochixtl·n, Oax.",0.02
-98.1425,17.501389,OAX,SLAOX,"Silacayo·pam, Oax.",49.55
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",76.6
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",27.32
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",160.45
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",21.31
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",137.31
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",137.4
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",65.04
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",81.31
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",66.6
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",69.2
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",193.42
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",312.8
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",188
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",507.53
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",47.13
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",484.74
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",17.22
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",103.1
-97.818056,17.889722,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",30.52
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",3.45
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",23.71
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",29.91
-98.135833,18.9425,PUE,AFRPB,"¡fricam, Pue.",85.2
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",74
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",47.2
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",110.1
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",53
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",117
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",279.04
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",34.82
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",98
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",91
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",29.55
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",59
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",18.6
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",146
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",71.72
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",8.1
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",136
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",565.04
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",76
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",56.21
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",43.5
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",144.32
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",107.11
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",16.73
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",37.01
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",73.83
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",263.6
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",273.86
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",116.3
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",138.4
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",99.03
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",104
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",13.21
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",156.5
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",193
-98.166667,19.05,PUE,PUEBLAob,"Observatorio de Puebla, Pue. SMN*",11.8
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",95.1
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",109.6
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",377.51
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",89.6
-97.208333,20.131389,PUE,SJAPB,"San JosÈ Acateno, Pue.",134.11
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",0.03
-98.4175,19.284167,PUE,SMTPB,"San MartÌn Texmelucan, Pue.",54.5
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",278.18
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",87
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",253.97
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",310.01
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",0
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",1.5
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",120.8
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",76.71
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",172.2
-97.359722,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",241.52
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",331.01
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",0.05
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",244.83
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",145.32
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",141.9
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",313.32
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",233.3
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",156.02
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",190
-100.412222,20.504167,QRO,BATQT,"El Bat·n, Qro.",70
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",61.1
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",53.1
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",47.9
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",64.9
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",47.21
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo. SMN*",44.6
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",235.88
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",52.32
-86.775833,21.074444,QROO,CNCQR,"Canc˙n Radar, Q. Roo. SMN*",60.16
-86.906944,20.476944,QROO,CO2QR,"Cozumel, Q. Roo. SMN*",110.97
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",84.9
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",56.5
-88.703611,19.752222,QROO,JMORELOS,"JosÈ MarÌa Morelos, Q. Roo. SMN*",13.39
-88.923889,18.455278,QROO,NICOLASBRAVO,"Nicol·s Bravo, Q. Roo. SMN*",69.75
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",34.7
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Ju·rez, Q. Roo. SEMAR*",29.37
-106.654167,24.047222,SIN,ACTSI,"Acatit·n, Sin.",0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidromÈtrica, Sin.",14.5
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",14.5
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",3
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",20.1
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",20.2
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",2
-108.480833,25.806667,SIN,ENASI,"EstaciÛn Naranjo, Sin.",0
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidromÈtrica, Sin.",1
-108.3275,26.103056,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",1
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidromÈtrica de Gustavo DÌaz Ordaz, Sin.",0
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",0
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",0
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",0.01
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",11
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",19.1
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",1
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0.01
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatl·n, Sin.",40.3
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",0
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",1.7
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",8
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",59
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",10
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0.01
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini VizcaÌno, Sin.",2
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",20.1
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",40.21
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",94
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",11
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0.01
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",25.5
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",43.91
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",2
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",33.2
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",16.11
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",46.22
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",30.21
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",93
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",40.72
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",16.11
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",25.54
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",37.93
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",116.9
-99.995,21.931389,SLP,RVDSL,"Observatorio de RÌo Verde, S.L.P.",17.8
-101.683333,22.633333,SLP,SDHSL,"Salinas, S.L.P.",14.1
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",21.6
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis PotosÌ, S.L.P.",19.7
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",31.13
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",61.2
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",64.8
-98.773333,22.003611,SLP,TMISL,"Observatorio de TamuÌn, S.L.P.",22.6
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",124.4
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",17.01
-108.937778,27.021667,SON,ALMSO,"¡lamos, Son.",9
-111.733333,30.716667,SON,ALTSO,"Observatorio de Altar, Son.",6.5
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",0
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",17.91
-110.92,29.076667,SON,ARLSO,"Abelardo RodrÌguez Luj·n, Son.",2.5
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",15.02
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",13.01
-108.860833,27.421667,SON,BICSO,"Bicentenario, Son. SGT*",2
-109.979722,27.410278,SON,C6CSO,"Calle Seiscientos y Canal Bajo, Son.",0.01
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",7.15
-111.516389,30.873333,SON,CHTSO,"CuauhtÈmoc, Son.",30.5
-110.736389,29.472222,SON,CJNSO,"El CajÛn, Son.",1
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",39.02
-109.938056,27.5,SON,COBSO,"Observatorio de Ciudad ObregÛn, Son.",0
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",7.21
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",0.03
-110.8,27.95,SON,EMPALMEob,"Observatorio de Empalme, Son. SMN*",0
